object_id,object_type,task,fold,model,horizon_step,fit_start,fit_end,row_count,config_hash,state_hash,details
cleaning:validation:SO2,deterministic_processing_no_fit,24h_1h,,,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,e8ca01e6e72b58eb46c473546414cf42c7ed3d6e8d5c1adfb102d1227484c783,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""validation"", ""task_config_hash"": ""22bd2de9838bf8da7527d63b923f9bb5f759ec1d478f69b95c15a1a948a3cf82"", ""variable"": ""SO2""}"
cleaning:validation:temperature,deterministic_processing_no_fit,24h_1h,,,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,c5600dbda05557cbd1c792a1bde198b1656516c4d3277f24f1eea1bfb3f3a481,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""validation"", ""task_config_hash"": ""22bd2de9838bf8da7527d63b923f9bb5f759ec1d478f69b95c15a1a948a3cf82"", ""variable"": ""temperature""}"
cleaning:validation:pressure_hPa_fixed,deterministic_processing_no_fit,24h_1h,,,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,0bf7697ce2544c9d394e0db84ba79772306d7136767a7444b1a4025fde44f5e2,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""validation"", ""task_config_hash"": ""22bd2de9838bf8da7527d63b923f9bb5f759ec1d478f69b95c15a1a948a3cf82"", ""variable"": ""pressure_hPa_fixed""}"
cleaning:validation:humidity_clean,deterministic_processing_no_fit,24h_1h,,,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,1ec67929eac8c48d6d25d5db23a7615e214ba83c184737096bcd30a1931b045c,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""validation"", ""task_config_hash"": ""22bd2de9838bf8da7527d63b923f9bb5f759ec1d478f69b95c15a1a948a3cf82"", ""variable"": ""humidity_clean""}"
station_pm25_cleaning:train:1002,deterministic_processing_no_fit,24h_1h,,F00/F10,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,7715503cf5c40cf404989d698e1a6072e37b183a1f6251ccbfe14176adf74fe0,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""train"", ""station_id"": 1002, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:train:1003,deterministic_processing_no_fit,24h_1h,,F00/F10,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,65297f16f6560392de67ef2c09f7dae8c7aaf6ce1d1fdec679e7f5f0f931f67c,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""train"", ""station_id"": 1003, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:train:1004,deterministic_processing_no_fit,24h_1h,,F00/F10,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,ee92cdef45daae4d6ceec5525f7bee04c7418278778dcb30401b773458fd1f62,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""train"", ""station_id"": 1004, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:train:1006,deterministic_processing_no_fit,24h_1h,,F00/F10,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,cdba55a07567e82cda9222f16f5b51ad14ce18401944bb4cc6013427f7ffaa13,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""train"", ""station_id"": 1006, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:train:1007,deterministic_processing_no_fit,24h_1h,,F00/F10,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,48eca7ef80259cfbf6c156184f3b9dfcd2d7c0bf9d0f004b68f7b04391dd9914,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""train"", ""station_id"": 1007, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:train:1009,deterministic_processing_no_fit,24h_1h,,F00/F10,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,41c8b8bb6ede65407105efc0de91cb0461b87a6a2fb192144f24742663236680,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""train"", ""station_id"": 1009, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:train:1010,deterministic_processing_no_fit,24h_1h,,F00/F10,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,91e7943253cb16bd2dcf8c7779efaf95f8e7db2816f2b706a275b2128823a4c9,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""train"", ""station_id"": 1010, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:train:1011,deterministic_processing_no_fit,24h_1h,,F00/F10,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,6f743df0e5bec7d55ac5453219acb491bbc121f706c576505bc5131738a1c340,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""train"", ""station_id"": 1011, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:train:1012,deterministic_processing_no_fit,24h_1h,,F00/F10,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,0776de5966222f54c0abf680677f2c2846d2dc4a2e2efa8ece382906d15b1786,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""train"", ""station_id"": 1012, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:train:1013,deterministic_processing_no_fit,24h_1h,,F00/F10,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,5ba11472c5ab23e79634bfb7c8631968ebecaf1f115837b3f365724a571e39a3,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""train"", ""station_id"": 1013, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:train:1014,deterministic_processing_no_fit,24h_1h,,F00/F10,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,e12d758a81ff72a422ce208d2642143bd8c1cd0c8cd1ae3a7fb296ab1ca4d151,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""train"", ""station_id"": 1014, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:train:1015,deterministic_processing_no_fit,24h_1h,,F00/F10,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,8d9e4e884211f232da699b3f1c17327c566f17bac79e5261f7ebb0122a8e1471,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""train"", ""station_id"": 1015, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:train:1016,deterministic_processing_no_fit,24h_1h,,F00/F10,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,af80fad13a10d5f208a7a82527c1ffc57b10c7ea67272fd343a577da8c71c0f2,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""train"", ""station_id"": 1016, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:train:1018,deterministic_processing_no_fit,24h_1h,,F00/F10,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,c9e55736c7bfe48dfd667e1f39f7b0511f53340ddc9363c3ef7f7bf61b534d1a,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""train"", ""station_id"": 1018, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:train:1020,deterministic_processing_no_fit,24h_1h,,F00/F10,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,a94e68b51b34cdcebd38dda709bf1aa99c8a110ea6fff025fb893f89c4328762,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""train"", ""station_id"": 1020, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:train:1021,deterministic_processing_no_fit,24h_1h,,F00/F10,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,7b5473c90f6a2fd6a03da94b5ce9c58bb22eb3ce3919f4ed5c1f5d99391666e7,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""train"", ""station_id"": 1021, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:train:1022,deterministic_processing_no_fit,24h_1h,,F00/F10,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,9e87186ecd7ada4bce43c6414a5b2c9fdab19aa8f76b91c0c4d77c51f4e23238,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""train"", ""station_id"": 1022, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:train:1023,deterministic_processing_no_fit,24h_1h,,F00/F10,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,22e86b94d548e4a2ce6646d72c663a09281fc97b8778aafa11c9d5cb3b75e766,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""train"", ""station_id"": 1023, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:validation:1002,deterministic_processing_no_fit,24h_1h,,F00/F10,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,1e73e4195f626bf796425031ea21161c052f60252d1deacc84207e575a344cbb,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""validation"", ""station_id"": 1002, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:validation:1003,deterministic_processing_no_fit,24h_1h,,F00/F10,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,087b83b7e210556faa6cf9cf5e786ce47c7b8766240661626281fdaa66acb44f,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""validation"", ""station_id"": 1003, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:validation:1004,deterministic_processing_no_fit,24h_1h,,F00/F10,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,646a323b06c56cbe5be6b7247a6afd1b0b389a60b5d9f6f6b93cfb51bcc4eedc,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""validation"", ""station_id"": 1004, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:validation:1006,deterministic_processing_no_fit,24h_1h,,F00/F10,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,b77a06b87fe23482283cf802200079684e2051cda7b49fc1975c218cd90baa2c,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""validation"", ""station_id"": 1006, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:validation:1007,deterministic_processing_no_fit,24h_1h,,F00/F10,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,64e89ba674e3202d8b0ab7c9867ba01f3592fb8f49b18f7b87313a1761caa2b1,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""validation"", ""station_id"": 1007, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:validation:1009,deterministic_processing_no_fit,24h_1h,,F00/F10,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,be189533382ca6c717666dc266c016c53a39e4a0173c80b02d6e28b40d76fccd,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""validation"", ""station_id"": 1009, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:validation:1010,deterministic_processing_no_fit,24h_1h,,F00/F10,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,8de7a90f014d87f8d30e64b41f1b85ce642db10f1f77f1bd8765c04e65e49bba,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""validation"", ""station_id"": 1010, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:validation:1011,deterministic_processing_no_fit,24h_1h,,F00/F10,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,9e39b903c5d0089a3b8ba6002b44da97ea74ff39231c238195fc620791c03824,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""validation"", ""station_id"": 1011, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:validation:1012,deterministic_processing_no_fit,24h_1h,,F00/F10,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,ed04544594ee9724ed038c61c47e241eeb91bb785e96be42ef5e620b438f8074,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""validation"", ""station_id"": 1012, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:validation:1013,deterministic_processing_no_fit,24h_1h,,F00/F10,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,70b488378e70088dea3cd2b8380b470e712ee830e0c8f85a9d4369762cf4b50e,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""validation"", ""station_id"": 1013, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:validation:1014,deterministic_processing_no_fit,24h_1h,,F00/F10,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,a939c9ee45a4a4e70625ba469c7f62d6bed2c1e01a2221948ecc2e4ea50f91c3,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""validation"", ""station_id"": 1014, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:validation:1015,deterministic_processing_no_fit,24h_1h,,F00/F10,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,af7ff73e4bed3dbcc953e186ef1f951cc4f6239ec751a802946b61ed1ea19c10,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""validation"", ""station_id"": 1015, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:validation:1016,deterministic_processing_no_fit,24h_1h,,F00/F10,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,983a212eb7535ce52374d910efa5594abf7591181009404acb7387a7af53d2e1,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""validation"", ""station_id"": 1016, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:validation:1018,deterministic_processing_no_fit,24h_1h,,F00/F10,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,8f8e3d4fdad48b29cbb8eb959dca33f4cc38b6b391dea0dc2cb8f377173a15e4,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""validation"", ""station_id"": 1018, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:validation:1020,deterministic_processing_no_fit,24h_1h,,F00/F10,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,d9cd389bcc574e8c183020e60f7749ce4479c239de1f7ce9a67f7e379a3a65b1,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""validation"", ""station_id"": 1020, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:validation:1021,deterministic_processing_no_fit,24h_1h,,F00/F10,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,a5cc07933931802f9989c0b033e88ea9d7ad189ae432b9afb30368a484396c6c,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""validation"", ""station_id"": 1021, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:validation:1022,deterministic_processing_no_fit,24h_1h,,F00/F10,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,34af04456eb2543d232e99a6726edc5f94180a629608e0b9f5f6be69bc94e70a,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""validation"", ""station_id"": 1022, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
station_pm25_cleaning:validation:1023,deterministic_processing_no_fit,24h_1h,,F00/F10,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,c86b0aa7433150070c03da48f1e2ee5f9145eca1191bdca08c464b40b6900e18,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""bfill"": false, ""max_causal_ffill_hours"": 6, ""split"": ""validation"", ""station_id"": 1023, ""validity"": ""finite_and_strictly_positive"", ""variable"": ""PM25_Concentration""}"
training_only_station_selector,fitted_selector,24h_1h,,F00/F10,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,7d702197c9b4340399f04645d35d44084d2ac9baa69516785b01ada1e649b288,308a4851c0871131bacb32685728db8eea1e33ee240c7f4592401855f4a2139a,"{""center_station_id"": 1013, ""correlation_rule"": ""raw_train_pairwise_Pearson_strictly_greater_than_0.85"", ""selected_station_ids"": [1002, 1003, 1004, 1006, 1007, 1009, 1010, 1011, 1012, 1013, 1014, 1015, 1016, 1018, 1020, 1021, 1022, 1023], ""station_pool"": [1001, 1002, 1003, 1004, 1005, 1006, 1007, 1008, 1009, 1010, 1011, 1012, 1013, 1014, 1015, 1016, 1017, 1018, 1019, 1020, 1021, 1022, 1023, 1024, 1025, 1026, 1027, 1028, 1029, 1030, 1031, 1032, 1033, 1034, 1035, 1036], ""task_config_hash"": ""0704cb5fbfdae439d11f3ca9d23613d13809fa505f01b02c8cade831770adac9"", ""test_rows_accepted_by_selector"": 0, ""validation_rows_accepted_by_selector"": 0}"
training_station_pm25_standardizer,training_standardizer,24h_1h,,all,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,d6a5cdc4e7a0460985ac8798ab06ecab9cc63499aaa653ba68954cbe31cf680b,dabae01ddfb4fc27ba2c4dbe73e1cd2233e21ed6a4fe391fbdffaa1af69d20b3,"{""columns"": [""1002"", ""1003"", ""1004"", ""1006"", ""1007"", ""1009"", ""1010"", ""1011"", ""1012"", ""1013"", ""1014"", ""1015"", ""1016"", ""1018"", ""1020"", ""1021"", ""1022"", ""1023""], ""ddof"": 0, ""fit_split"": ""train"", ""task_config_hash"": ""0704cb5fbfdae439d11f3ca9d23613d13809fa505f01b02c8cade831770adac9""}"
