object_id,object_type,task,fold,model,horizon_step,fit_start,fit_end,row_count,config_hash,state_hash,details
cleaning:validation:O3,deterministic_processing_no_fit,168h_6h,,,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,ee251862b80c6aca0af8d0f60a6c53592fc56cb6d6fead114768d1e6a8de4571,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""validation"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d"", ""variable"": ""O3""}"
cleaning:validation:SO2,deterministic_processing_no_fit,168h_6h,,,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,b26dcb11674d469016723ae495f0349392dfe3ab494a8abe3612967e4a31f1cb,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""validation"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d"", ""variable"": ""SO2""}"
cleaning:validation:temperature,deterministic_processing_no_fit,168h_6h,,,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,b2a41859daecb259cce12293e1c36067042d7ca853751e2d0e26122fcc3d2e24,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""validation"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d"", ""variable"": ""temperature""}"
cleaning:validation:pressure_hPa_fixed,deterministic_processing_no_fit,168h_6h,,,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,eaf0a25cd01b1ee0b7ebdceff6a0275528d2ac7380a1cb26826ec8ab02adb1a8,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""validation"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d"", ""variable"": ""pressure_hPa_fixed""}"
cleaning:validation:humidity_clean,deterministic_processing_no_fit,168h_6h,,,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,3c5d6304210471dd9dde8de67f4cf11ef6e7c59049223626d04c4044e54ddeaf,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""validation"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d"", ""variable"": ""humidity_clean""}"
official_split_boundaries,timestamp_boundary_no_fit,24h_1h,,,,2014-05-01T00:00:00,2015-02-16T23:00:00,7008,c925aba0d3f5f46c2b8ab83ebf6858e3237ab840bc378b500d85dba84b02fb42,be9badc0ab4f085dbd09ef1bc2d5507c05b3cc74bb4ec3c270de7ad447a704da,"{""feature_columns_read"": [""time"", ""PM25_Concentration"", ""NO2_Concentration"", ""CO_Concentration"", ""O3_Concentration"", ""SO2_Concentration"", ""temperature"", ""pressure"", ""humidity""], ""feature_row_stop_exclusive"": 7008, ""source"": ""tsai/data/stations_data/df_station_1013.csv"", ""task_config_hash"": ""22bd2de9838bf8da7527d63b923f9bb5f759ec1d478f69b95c15a1a948a3cf82"", ""test_feature_rows_loaded"": 0, ""test_samples_constructed"": 0, ""timestamp_columns_read"": [""time""]}"
cleaning:train:NO2,deterministic_processing_no_fit,24h_1h,,,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,6101142384b24d42ceea065c1f605460ada2241ccae362b805a938621493313c,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""train"", ""task_config_hash"": ""22bd2de9838bf8da7527d63b923f9bb5f759ec1d478f69b95c15a1a948a3cf82"", ""variable"": ""NO2""}"
cleaning:train:CO,deterministic_processing_no_fit,24h_1h,,,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,8e31f890e24263d465647a76420bd5ea3b20c6935fa822a3043aabc687544c95,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""train"", ""task_config_hash"": ""22bd2de9838bf8da7527d63b923f9bb5f759ec1d478f69b95c15a1a948a3cf82"", ""variable"": ""CO""}"
cleaning:train:O3,deterministic_processing_no_fit,24h_1h,,,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,96a0eea9f781ed734218bfe81721349784f10c22bf432e38d8e8986e6d731005,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""train"", ""task_config_hash"": ""22bd2de9838bf8da7527d63b923f9bb5f759ec1d478f69b95c15a1a948a3cf82"", ""variable"": ""O3""}"
cleaning:train:SO2,deterministic_processing_no_fit,24h_1h,,,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,5566258f9d9d32f5add0f5f6864e47b32afc739eafd240d4e5892dc90a3d4399,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""train"", ""task_config_hash"": ""22bd2de9838bf8da7527d63b923f9bb5f759ec1d478f69b95c15a1a948a3cf82"", ""variable"": ""SO2""}"
cleaning:train:temperature,deterministic_processing_no_fit,24h_1h,,,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,b21e4ac0070f0ddb45c432b89e72a954142d0c553ded3e5d50c13ee093402f7f,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""train"", ""task_config_hash"": ""22bd2de9838bf8da7527d63b923f9bb5f759ec1d478f69b95c15a1a948a3cf82"", ""variable"": ""temperature""}"
cleaning:train:pressure_hPa_fixed,deterministic_processing_no_fit,24h_1h,,,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,ca87fc5257d99915a5d8a337ef56f2a6466f133ed5be18850b59f33a3eb8b6db,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""train"", ""task_config_hash"": ""22bd2de9838bf8da7527d63b923f9bb5f759ec1d478f69b95c15a1a948a3cf82"", ""variable"": ""pressure_hPa_fixed""}"
cleaning:train:humidity_clean,deterministic_processing_no_fit,24h_1h,,,,2014-05-01T00:00:00,2015-01-11T11:00:00,6132,60505f755fc89241875c6b1001eaefe90d3c6a9ec97c682fddcb51d64a5e3f75,e88460efe2b9f7f9645e6d1aacc6e4fdb45eb36817e61327d620f76d168b7717,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""train"", ""task_config_hash"": ""22bd2de9838bf8da7527d63b923f9bb5f759ec1d478f69b95c15a1a948a3cf82"", ""variable"": ""humidity_clean""}"
cleaning:validation:NO2,deterministic_processing_no_fit,24h_1h,,,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,79fb80872d251447ac3643914bb243709b359103b694baa9dcf11b1885d6e49f,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""validation"", ""task_config_hash"": ""22bd2de9838bf8da7527d63b923f9bb5f759ec1d478f69b95c15a1a948a3cf82"", ""variable"": ""NO2""}"
cleaning:validation:CO,deterministic_processing_no_fit,24h_1h,,,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,bbe3a427811fc504977b4240f206b42be0cf0921780e859cd2ec36848e108b97,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""validation"", ""task_config_hash"": ""22bd2de9838bf8da7527d63b923f9bb5f759ec1d478f69b95c15a1a948a3cf82"", ""variable"": ""CO""}"
cleaning:validation:O3,deterministic_processing_no_fit,24h_1h,,,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,84c3ec1fc6773599fdee39c615b4b36b06472fefd4c279b59d17bb0cae536ce1,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""validation"", ""task_config_hash"": ""22bd2de9838bf8da7527d63b923f9bb5f759ec1d478f69b95c15a1a948a3cf82"", ""variable"": ""O3""}"
cleaning:validation:SO2,deterministic_processing_no_fit,24h_1h,,,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,e8ca01e6e72b58eb46c473546414cf42c7ed3d6e8d5c1adfb102d1227484c783,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""validation"", ""task_config_hash"": ""22bd2de9838bf8da7527d63b923f9bb5f759ec1d478f69b95c15a1a948a3cf82"", ""variable"": ""SO2""}"
cleaning:validation:temperature,deterministic_processing_no_fit,24h_1h,,,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,c5600dbda05557cbd1c792a1bde198b1656516c4d3277f24f1eea1bfb3f3a481,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""validation"", ""task_config_hash"": ""22bd2de9838bf8da7527d63b923f9bb5f759ec1d478f69b95c15a1a948a3cf82"", ""variable"": ""temperature""}"
cleaning:validation:pressure_hPa_fixed,deterministic_processing_no_fit,24h_1h,,,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,0bf7697ce2544c9d394e0db84ba79772306d7136767a7444b1a4025fde44f5e2,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""validation"", ""task_config_hash"": ""22bd2de9838bf8da7527d63b923f9bb5f759ec1d478f69b95c15a1a948a3cf82"", ""variable"": ""pressure_hPa_fixed""}"
cleaning:validation:humidity_clean,deterministic_processing_no_fit,24h_1h,,,,2015-01-11T12:00:00,2015-02-16T23:00:00,876,1ec67929eac8c48d6d25d5db23a7615e214ba83c184737096bcd30a1931b045c,2d82eabdac7d242bcd0acce4d6a089d90348187d863cbe1324ea3a1031e22a8e,"{""max_ffill_hours"": 6, ""object_type"": ""fixed_missing_rule_and_causal_ffill"", ""split"": ""validation"", ""task_config_hash"": ""22bd2de9838bf8da7527d63b923f9bb5f759ec1d478f69b95c15a1a948a3cf82"", ""variable"": ""humidity_clean""}"
