scope,task,sample_index,origin_row,origin_time,target_start,target_end,block,all_required_values_finite,formal_test_sample
selection_interval_L0_not_test_not_neural,168h_6h,42,210,2014-05-09T18:00:00,2014-05-09T18:00:00,2014-05-09T23:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,43,211,2014-05-09T19:00:00,2014-05-09T19:00:00,2014-05-10T00:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,44,212,2014-05-09T20:00:00,2014-05-09T20:00:00,2014-05-10T01:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,45,213,2014-05-09T21:00:00,2014-05-09T21:00:00,2014-05-10T02:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,46,214,2014-05-09T22:00:00,2014-05-09T22:00:00,2014-05-10T03:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,47,215,2014-05-09T23:00:00,2014-05-09T23:00:00,2014-05-10T04:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,48,216,2014-05-10T00:00:00,2014-05-10T00:00:00,2014-05-10T05:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,49,217,2014-05-10T01:00:00,2014-05-10T01:00:00,2014-05-10T06:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,50,218,2014-05-10T02:00:00,2014-05-10T02:00:00,2014-05-10T07:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,51,219,2014-05-10T03:00:00,2014-05-10T03:00:00,2014-05-10T08:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,52,220,2014-05-10T04:00:00,2014-05-10T04:00:00,2014-05-10T09:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,53,221,2014-05-10T05:00:00,2014-05-10T05:00:00,2014-05-10T10:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,54,222,2014-05-10T06:00:00,2014-05-10T06:00:00,2014-05-10T11:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,55,223,2014-05-10T07:00:00,2014-05-10T07:00:00,2014-05-10T12:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,56,224,2014-05-10T08:00:00,2014-05-10T08:00:00,2014-05-10T13:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,57,225,2014-05-10T09:00:00,2014-05-10T09:00:00,2014-05-10T14:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,58,226,2014-05-10T10:00:00,2014-05-10T10:00:00,2014-05-10T15:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,59,227,2014-05-10T11:00:00,2014-05-10T11:00:00,2014-05-10T16:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,60,228,2014-05-10T12:00:00,2014-05-10T12:00:00,2014-05-10T17:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,61,229,2014-05-10T13:00:00,2014-05-10T13:00:00,2014-05-10T18:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,62,230,2014-05-10T14:00:00,2014-05-10T14:00:00,2014-05-10T19:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,63,231,2014-05-10T15:00:00,2014-05-10T15:00:00,2014-05-10T20:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,64,232,2014-05-10T16:00:00,2014-05-10T16:00:00,2014-05-10T21:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,65,233,2014-05-10T17:00:00,2014-05-10T17:00:00,2014-05-10T22:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,66,234,2014-05-10T18:00:00,2014-05-10T18:00:00,2014-05-10T23:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,67,235,2014-05-10T19:00:00,2014-05-10T19:00:00,2014-05-11T00:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,68,236,2014-05-10T20:00:00,2014-05-10T20:00:00,2014-05-11T01:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,69,237,2014-05-10T21:00:00,2014-05-10T21:00:00,2014-05-11T02:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,70,238,2014-05-10T22:00:00,2014-05-10T22:00:00,2014-05-11T03:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,71,239,2014-05-10T23:00:00,2014-05-10T23:00:00,2014-05-11T04:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,72,240,2014-05-11T00:00:00,2014-05-11T00:00:00,2014-05-11T05:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,73,241,2014-05-11T01:00:00,2014-05-11T01:00:00,2014-05-11T06:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,74,242,2014-05-11T02:00:00,2014-05-11T02:00:00,2014-05-11T07:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,75,243,2014-05-11T03:00:00,2014-05-11T03:00:00,2014-05-11T08:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,76,244,2014-05-11T04:00:00,2014-05-11T04:00:00,2014-05-11T09:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,77,245,2014-05-11T05:00:00,2014-05-11T05:00:00,2014-05-11T10:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,78,246,2014-05-11T06:00:00,2014-05-11T06:00:00,2014-05-11T11:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,79,247,2014-05-11T07:00:00,2014-05-11T07:00:00,2014-05-11T12:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,80,248,2014-05-11T08:00:00,2014-05-11T08:00:00,2014-05-11T13:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,81,249,2014-05-11T09:00:00,2014-05-11T09:00:00,2014-05-11T14:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,82,250,2014-05-11T10:00:00,2014-05-11T10:00:00,2014-05-11T15:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,83,251,2014-05-11T11:00:00,2014-05-11T11:00:00,2014-05-11T16:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,84,252,2014-05-11T12:00:00,2014-05-11T12:00:00,2014-05-11T17:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,85,253,2014-05-11T13:00:00,2014-05-11T13:00:00,2014-05-11T18:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,86,254,2014-05-11T14:00:00,2014-05-11T14:00:00,2014-05-11T19:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,87,255,2014-05-11T15:00:00,2014-05-11T15:00:00,2014-05-11T20:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,88,256,2014-05-11T16:00:00,2014-05-11T16:00:00,2014-05-11T21:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,89,257,2014-05-11T17:00:00,2014-05-11T17:00:00,2014-05-11T22:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,90,258,2014-05-11T18:00:00,2014-05-11T18:00:00,2014-05-11T23:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,91,259,2014-05-11T19:00:00,2014-05-11T19:00:00,2014-05-12T00:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,92,260,2014-05-11T20:00:00,2014-05-11T20:00:00,2014-05-12T01:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,93,261,2014-05-11T21:00:00,2014-05-11T21:00:00,2014-05-12T02:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,94,262,2014-05-11T22:00:00,2014-05-11T22:00:00,2014-05-12T03:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,95,263,2014-05-11T23:00:00,2014-05-11T23:00:00,2014-05-12T04:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,96,264,2014-05-12T00:00:00,2014-05-12T00:00:00,2014-05-12T05:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,97,265,2014-05-12T01:00:00,2014-05-12T01:00:00,2014-05-12T06:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,98,266,2014-05-12T02:00:00,2014-05-12T02:00:00,2014-05-12T07:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,99,267,2014-05-12T03:00:00,2014-05-12T03:00:00,2014-05-12T08:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,100,268,2014-05-12T04:00:00,2014-05-12T04:00:00,2014-05-12T09:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,101,269,2014-05-12T05:00:00,2014-05-12T05:00:00,2014-05-12T10:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,102,270,2014-05-12T06:00:00,2014-05-12T06:00:00,2014-05-12T11:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,103,271,2014-05-12T07:00:00,2014-05-12T07:00:00,2014-05-12T12:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,104,272,2014-05-12T08:00:00,2014-05-12T08:00:00,2014-05-12T13:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,105,273,2014-05-12T09:00:00,2014-05-12T09:00:00,2014-05-12T14:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,106,274,2014-05-12T10:00:00,2014-05-12T10:00:00,2014-05-12T15:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,107,275,2014-05-12T11:00:00,2014-05-12T11:00:00,2014-05-12T16:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,108,276,2014-05-12T12:00:00,2014-05-12T12:00:00,2014-05-12T17:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,109,277,2014-05-12T13:00:00,2014-05-12T13:00:00,2014-05-12T18:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,110,278,2014-05-12T14:00:00,2014-05-12T14:00:00,2014-05-12T19:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,111,279,2014-05-12T15:00:00,2014-05-12T15:00:00,2014-05-12T20:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,112,280,2014-05-12T16:00:00,2014-05-12T16:00:00,2014-05-12T21:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,113,281,2014-05-12T17:00:00,2014-05-12T17:00:00,2014-05-12T22:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,114,282,2014-05-12T18:00:00,2014-05-12T18:00:00,2014-05-12T23:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,115,283,2014-05-12T19:00:00,2014-05-12T19:00:00,2014-05-13T00:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,116,284,2014-05-12T20:00:00,2014-05-12T20:00:00,2014-05-13T01:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,117,285,2014-05-12T21:00:00,2014-05-12T21:00:00,2014-05-13T02:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,118,286,2014-05-12T22:00:00,2014-05-12T22:00:00,2014-05-13T03:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,119,287,2014-05-12T23:00:00,2014-05-12T23:00:00,2014-05-13T04:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,120,288,2014-05-13T00:00:00,2014-05-13T00:00:00,2014-05-13T05:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,121,289,2014-05-13T01:00:00,2014-05-13T01:00:00,2014-05-13T06:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,122,290,2014-05-13T02:00:00,2014-05-13T02:00:00,2014-05-13T07:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,123,291,2014-05-13T03:00:00,2014-05-13T03:00:00,2014-05-13T08:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,124,292,2014-05-13T04:00:00,2014-05-13T04:00:00,2014-05-13T09:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,125,293,2014-05-13T05:00:00,2014-05-13T05:00:00,2014-05-13T10:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,126,294,2014-05-13T06:00:00,2014-05-13T06:00:00,2014-05-13T11:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,127,295,2014-05-13T07:00:00,2014-05-13T07:00:00,2014-05-13T12:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,128,296,2014-05-13T08:00:00,2014-05-13T08:00:00,2014-05-13T13:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,129,297,2014-05-13T09:00:00,2014-05-13T09:00:00,2014-05-13T14:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,130,298,2014-05-13T10:00:00,2014-05-13T10:00:00,2014-05-13T15:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,131,299,2014-05-13T11:00:00,2014-05-13T11:00:00,2014-05-13T16:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,132,300,2014-05-13T12:00:00,2014-05-13T12:00:00,2014-05-13T17:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,133,301,2014-05-13T13:00:00,2014-05-13T13:00:00,2014-05-13T18:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,134,302,2014-05-13T14:00:00,2014-05-13T14:00:00,2014-05-13T19:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,135,303,2014-05-13T15:00:00,2014-05-13T15:00:00,2014-05-13T20:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,136,304,2014-05-13T16:00:00,2014-05-13T16:00:00,2014-05-13T21:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,137,305,2014-05-13T17:00:00,2014-05-13T17:00:00,2014-05-13T22:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,138,306,2014-05-13T18:00:00,2014-05-13T18:00:00,2014-05-13T23:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,139,307,2014-05-13T19:00:00,2014-05-13T19:00:00,2014-05-14T00:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,140,308,2014-05-13T20:00:00,2014-05-13T20:00:00,2014-05-14T01:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,141,309,2014-05-13T21:00:00,2014-05-13T21:00:00,2014-05-14T02:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,142,310,2014-05-13T22:00:00,2014-05-13T22:00:00,2014-05-14T03:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,143,311,2014-05-13T23:00:00,2014-05-13T23:00:00,2014-05-14T04:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,144,312,2014-05-14T00:00:00,2014-05-14T00:00:00,2014-05-14T05:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,145,313,2014-05-14T01:00:00,2014-05-14T01:00:00,2014-05-14T06:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,146,314,2014-05-14T02:00:00,2014-05-14T02:00:00,2014-05-14T07:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,147,315,2014-05-14T03:00:00,2014-05-14T03:00:00,2014-05-14T08:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,148,316,2014-05-14T04:00:00,2014-05-14T04:00:00,2014-05-14T09:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,149,317,2014-05-14T05:00:00,2014-05-14T05:00:00,2014-05-14T10:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,150,318,2014-05-14T06:00:00,2014-05-14T06:00:00,2014-05-14T11:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,151,319,2014-05-14T07:00:00,2014-05-14T07:00:00,2014-05-14T12:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,152,320,2014-05-14T08:00:00,2014-05-14T08:00:00,2014-05-14T13:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,153,321,2014-05-14T09:00:00,2014-05-14T09:00:00,2014-05-14T14:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,154,322,2014-05-14T10:00:00,2014-05-14T10:00:00,2014-05-14T15:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,155,323,2014-05-14T11:00:00,2014-05-14T11:00:00,2014-05-14T16:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,156,324,2014-05-14T12:00:00,2014-05-14T12:00:00,2014-05-14T17:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,157,325,2014-05-14T13:00:00,2014-05-14T13:00:00,2014-05-14T18:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,158,326,2014-05-14T14:00:00,2014-05-14T14:00:00,2014-05-14T19:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,159,327,2014-05-14T15:00:00,2014-05-14T15:00:00,2014-05-14T20:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,160,328,2014-05-14T16:00:00,2014-05-14T16:00:00,2014-05-14T21:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,161,329,2014-05-14T17:00:00,2014-05-14T17:00:00,2014-05-14T22:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,162,330,2014-05-14T18:00:00,2014-05-14T18:00:00,2014-05-14T23:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,163,331,2014-05-14T19:00:00,2014-05-14T19:00:00,2014-05-15T00:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,164,332,2014-05-14T20:00:00,2014-05-14T20:00:00,2014-05-15T01:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,165,333,2014-05-14T21:00:00,2014-05-14T21:00:00,2014-05-15T02:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,166,334,2014-05-14T22:00:00,2014-05-14T22:00:00,2014-05-15T03:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,167,335,2014-05-14T23:00:00,2014-05-14T23:00:00,2014-05-15T04:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,168,336,2014-05-15T00:00:00,2014-05-15T00:00:00,2014-05-15T05:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,169,337,2014-05-15T01:00:00,2014-05-15T01:00:00,2014-05-15T06:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,170,338,2014-05-15T02:00:00,2014-05-15T02:00:00,2014-05-15T07:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,171,339,2014-05-15T03:00:00,2014-05-15T03:00:00,2014-05-15T08:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,172,340,2014-05-15T04:00:00,2014-05-15T04:00:00,2014-05-15T09:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,173,341,2014-05-15T05:00:00,2014-05-15T05:00:00,2014-05-15T10:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,174,342,2014-05-15T06:00:00,2014-05-15T06:00:00,2014-05-15T11:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,175,343,2014-05-15T07:00:00,2014-05-15T07:00:00,2014-05-15T12:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,176,344,2014-05-15T08:00:00,2014-05-15T08:00:00,2014-05-15T13:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,177,345,2014-05-15T09:00:00,2014-05-15T09:00:00,2014-05-15T14:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,178,346,2014-05-15T10:00:00,2014-05-15T10:00:00,2014-05-15T15:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,179,347,2014-05-15T11:00:00,2014-05-15T11:00:00,2014-05-15T16:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,180,348,2014-05-15T12:00:00,2014-05-15T12:00:00,2014-05-15T17:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,181,349,2014-05-15T13:00:00,2014-05-15T13:00:00,2014-05-15T18:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,182,350,2014-05-15T14:00:00,2014-05-15T14:00:00,2014-05-15T19:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,183,351,2014-05-15T15:00:00,2014-05-15T15:00:00,2014-05-15T20:00:00,Q1,True,False
selection_interval_L0_not_test_not_neural,168h_6h,184,352,2014-05-15T16:00:00,2014-05-15T16:00:00,2014-05-15T21:00:00,Q1,True,False
