object_id,object_type,task,fold,model,horizon_step,fit_start,fit_end,row_count,config_hash,state_hash,details
inner_ridge:fold1:R_self:alpha0.1:h5,ridge,168h_6h,1,R_self,5,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,5a2f245d167494e7c8d69dbca90c0c86a3449e71ab01f2b9b6041742b6b79123,3a7809850cb0d9d5d31acead22569f994aab41c170a7ce4829241d4d332e4435,"{""alpha"": 0.1, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 5, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
inner_ridge:fold1:R_self:alpha0.1:h6,ridge,168h_6h,1,R_self,6,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,4d568a1b693262de4c4c889faa2056cedd8c6a8b032552779e553cabff3d5bd0,f059528a5a469616becb565c31d397ebb0049d5352da20c78f896c08b4ec795d,"{""alpha"": 0.1, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 6, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
inner_ridge:fold1:R_self:alpha1:h1,ridge,168h_6h,1,R_self,1,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,85e81b22305040407504e565ea0fae8ae3d1f169bf81ba90b82571c473b94852,6e50691aef8af5b8bd6022aaf9fd4e9dc496cc745c5a9b045c7b731d57f6627b,"{""alpha"": 1.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 1, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
inner_ridge:fold1:R_self:alpha1:h2,ridge,168h_6h,1,R_self,2,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,e7ddf9b2fec767cbe169dc3fca78bcfca56a1961d19f1e68733c0a7e234aefcc,6151bd999ff0108710af343a114a09c3551ebcaae2c7fac97cfd3135f4083e72,"{""alpha"": 1.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 2, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
inner_ridge:fold1:R_self:alpha1:h3,ridge,168h_6h,1,R_self,3,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,49d14512f2fa02e3b5d9c238e8d167467ce2b732cf28a4bbceb4776c6927198c,022eeadd0cabb51b1743f751addb36ee1f391903c0c8a19d16dc5f44bd44c6b6,"{""alpha"": 1.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 3, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
inner_ridge:fold1:R_self:alpha1:h4,ridge,168h_6h,1,R_self,4,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,3fa7066555ab5eec88651ef07ffc362e6a885d05833c4f90e699bac3cb94255c,abbcd1d91bb90a1eebba4cf671acdd30d43803dc395a66210cd479e0de306609,"{""alpha"": 1.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 4, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
inner_ridge:fold1:R_self:alpha1:h5,ridge,168h_6h,1,R_self,5,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,f6c910a8a31cb261563139e53091ca520822bf4ba37eb83a4cac9c3e8bdf424d,e8415d3346378aea16ae20dba7c6da16300a600fce011c02cae541e2b9838ac4,"{""alpha"": 1.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 5, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
inner_ridge:fold1:R_self:alpha1:h6,ridge,168h_6h,1,R_self,6,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,a5cac016e854f9f3d45cd16ae1bdda54385e39b467c7d3c6640c604b0adca91b,33a64ca5b08e79bb72aa187f181f21304ce5a6ef2f1258143494c1a9eefbc940,"{""alpha"": 1.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 6, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
inner_ridge:fold1:R_self:alpha10:h1,ridge,168h_6h,1,R_self,1,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,c2ce3a48913a9f017cb7ee4ee5fb0b9c12dcadd37c6cf0e113621c1da6f8b64e,539af166af4a1e6c77fe042f81733d2de5f76caeb3af1bd71984b3b592a27477,"{""alpha"": 10.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 1, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
inner_ridge:fold1:R_self:alpha10:h2,ridge,168h_6h,1,R_self,2,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,3e7038168d7d9c2d652bf361479f9942ef47456b6af8d8003a8003ac53a4548f,b95d20176174ee864a9347dc37dca8ef382375ed40064f94f2f5955a8f4e3dc3,"{""alpha"": 10.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 2, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
inner_ridge:fold1:R_self:alpha10:h3,ridge,168h_6h,1,R_self,3,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,a6a5c7d02b49da869fdbfde7392d32362287ae7a68c02f076d9d15ae5320374e,aa08c6e324c524a13ee20f44c149ddbf07a1771870c9b5d060c23da73f6fac3d,"{""alpha"": 10.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 3, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
inner_ridge:fold1:R_self:alpha10:h4,ridge,168h_6h,1,R_self,4,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,822772882c601bc42e5d3c73d83e3c437c160b2fbf38106ca247ab8cd7516953,c98636753cd5982b78d42dc82ea957b4168ec49985dae095a0dd97deabbcf421,"{""alpha"": 10.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 4, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
inner_ridge:fold1:R_self:alpha10:h5,ridge,168h_6h,1,R_self,5,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,a28451ea43f4f84934d82e2118ba22ae9568952cffcf658eb2dc856666011f04,ea6745a5c25d5d256e362e13bb7204b0136180d485c4add55fb1a82218e9a018,"{""alpha"": 10.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 5, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
inner_ridge:fold1:R_self:alpha10:h6,ridge,168h_6h,1,R_self,6,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,b9cdc2b0869378828ad4d7f42943ed46458979ef7a370e1fd6922ee10dfa1bcd,c1001ecc4777f67ef9fdd5d99d882f751e3c181c7b90209c0bb856d9632a128d,"{""alpha"": 10.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 6, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
inner_ridge:fold1:R_self:alpha100:h1,ridge,168h_6h,1,R_self,1,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,b2b68c66b3704a838e6a17e9d040bef727a963b1c865e7452dfe475933ab78b7,b25d2f19c5a5004c89ace709ebb2d858685fc629c719d6d1f99f2f1d87e1b1f5,"{""alpha"": 100.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 1, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
inner_ridge:fold1:R_self:alpha100:h2,ridge,168h_6h,1,R_self,2,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,dce13dbe707657339b80552ee546d38ef5977306974ffd070e6d06d26a521b01,fd4f4ca5a4de7de949d9caa8519f817fa50002fb2538d8e5f2e8f3a1d99da5e7,"{""alpha"": 100.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 2, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
inner_ridge:fold1:R_self:alpha100:h3,ridge,168h_6h,1,R_self,3,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,55538d6fead4e53aa9f375e18b050f89d1d44f248b983dc54da6c84f38181605,f104f4428b59a68f4873a924dfeeec423a96026e9a920a11d76a1f7932c3f176,"{""alpha"": 100.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 3, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
inner_ridge:fold1:R_self:alpha100:h4,ridge,168h_6h,1,R_self,4,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,030696670cca0eac8e22fa531617ce1e2df48530c38017f788d2783f5102dacd,b727357f21fd72aa82c52a95fc5b5605e80d27d064d8515b2465b0dc9404f629,"{""alpha"": 100.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 4, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
inner_ridge:fold1:R_self:alpha100:h5,ridge,168h_6h,1,R_self,5,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,123302ccd621fb1be54b625386288e0fdc9007cc477fc3c2a0c0bf4cb11394de,4af1a4606808df25c3e20a7e1d5e7067392a9acb4bdc4a72941cd5591cd4c7b0,"{""alpha"": 100.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 5, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
inner_ridge:fold1:R_self:alpha100:h6,ridge,168h_6h,1,R_self,6,2014-05-08T00:00:00,2014-08-06T11:00:00,2162,ad21072892aed5fa153d5259de1b14e2040b7df35704f954fa4fa2266b2839a9,e6bba8ef2eb18e3f7f4a0e2b9862e1f417a8890aae1accffcbfb41587caa9f43,"{""alpha"": 100.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 6, ""model"": ""R_self"", ""stage"": ""inner"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
alpha_selector:fold1:R_self,hyperparameter_selector,168h_6h,1,R_self,,2014-05-08T00:00:00,2014-08-22T15:00:00,2545,f158a44af6e3211d14b93d977adb2bed02b9ddec1319a956a85e27c2ffff11c5,ea9668b272777900a68120fb7e774832529f5716b69948d6fffe63c92ed2e980,"{""alphas"": [0.0001, 0.001, 0.01, 0.1, 1.0, 10.0, 100.0], ""fold"": 1, ""inner_fit_rows"": 2162, ""inner_validation_rows"": 383, ""metric"": ""RMSE_all"", ""model"": ""R_self"", ""shared_across_horizons"": true, ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d"", ""tie_rule"": ""absolute_difference_le_1e-12_then_larger_alpha""}"
outer_scaler:fold1:R_self,standardizer,168h_6h,1,R_self,,2014-05-08T00:00:00,2014-08-22T15:00:00,2550,f61943ced10f5e1019d88f36dd3fb513240889b9e3721edcfb9877b42e7c5a83,2adbd5589160ddf859f7bb69092663b50b6a9aacb4511cbbea011d5bb44eda98,"{""ddof"": 0, ""feature_count"": 12, ""feature_names"": [""self:PM25:lag0:value"", ""self:PM25:lag0:difference"", ""self:PM25:lag1:value"", ""self:PM25:lag1:difference"", ""self:PM25:lag2:value"", ""self:PM25:lag2:difference"", ""self:PM25:lag3:value"", ""self:PM25:lag3:difference"", ""self:PM25:lag6:value"", ""self:PM25:lag6:difference"", ""self:PM25:lag12:value"", ""self:PM25:lag12:difference""], ""fold"": 1, ""model"": ""R_self"", ""stage"": ""outer_refit"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
outer_ridge:fold1:R_self:alpha100:h1,ridge,168h_6h,1,R_self,1,2014-05-08T00:00:00,2014-08-22T15:00:00,2550,751cd0b7d7568aa572ba6b4a6362d5387fa9ab4fd8322afe12eecb1c1e40c5e2,17432a24217c5c8f7ad9eefd5e5fc9bc8825f973f0366cdd0283baba38c98966,"{""alpha"": 100.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 1, ""model"": ""R_self"", ""stage"": ""outer_refit"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
outer_ridge:fold1:R_self:alpha100:h2,ridge,168h_6h,1,R_self,2,2014-05-08T00:00:00,2014-08-22T15:00:00,2550,35b27eefea45582374a055a7e58e77f48d7ec6ea1513dfeb8640aadbccb495fb,bddb5ad779f6de408b0de0db18d001d5b277e88decd23aed3aced5a37e5f610d,"{""alpha"": 100.0, ""direct_target"": true, ""fold"": 1, ""horizon_step"": 2, ""model"": ""R_self"", ""stage"": ""outer_refit"", ""task_config_hash"": ""188b078b6547231fa6b6dcfa707d403fc2a44b44d0581084171dafdffca1685d""}"
